danceability,energy,tempo,loudness,valence,track_name,artist_name,genre,Cluster,Mood
0.496,0.441,84.096,-11.122,0.386,My Favorite Things,Kenny G,Jazz,3,😌 Chill / Neutral
0.468,0.93,169.871,-1.873,0.453,FLOATING,Kayzo,Electronic,2,🎸 Energetic / Hype
0.37,0.458,122.049,-13.747,0.2,The Real Savitar,Blake Neely,Soundtrack,3,😌 Chill / Neutral
0.618,0.886,115.082,-6.099,0.779,Lake Zurich,Gorillaz,Hip-Hop,0,🎉 Party / Happy
0.491,0.966,147.836,-3.896,0.48,C'mon C'mon,The Von Bondies,Dance,2,🎸 Energetic / Hype
0.575,0.714,144.982,-5.247,0.32,Best Friend,Rex Orange County,Indie,2,🎸 Energetic / Hype
0.616,0.243,183.948,-13.975,0.56,Too Deep,dvsn,Rap,2,🎸 Energetic / Hype
0.201,0.0172,80.86,-34.508,0.0542,Patterns (lux) - Pt. 1,Max Richter,Soundtrack,1,😢 Sad / Acoustic
0.78,0.654,97.642,-14.414,0.885,Everything Is Fair,A Tribe Called Quest,Jazz,0,🎉 Party / Happy
0.767,0.682,138.264,-7.057,0.578,Godmode,Ryan Caraveo,Indie,0,🎉 Party / Happy
0.107,0.096,91.828,-22.759,0.0281,Annihilation,Ben Salisbury,Soundtrack,1,😢 Sad / Acoustic
0.394,0.768,131.081,-7.476,0.488,Black Cat,Broadcast,World,2,🎸 Energetic / Hype
0.657,0.513,101.815,-8.514,0.56,Grown Men Don't Cry,Tim McGraw,Country,0,🎉 Party / Happy
0.494,0.808,79.7,-5.428,0.549,Cuero y Gangster,El Futuro Fuera De Orbita,Reggaeton,0,🎉 Party / Happy
0.777,0.829,87.998,-6.905,0.835,Bad Girl,Usher,Rap,0,🎉 Party / Happy
0.679,0.595,91.93,-8.775,0.526,Adore You (feat. Abhi Dijon),Nao,R&B,0,🎉 Party / Happy
0.536,0.833,143.972,-6.05,0.736,Wide Open,Kane Brown,Country,2,🎸 Energetic / Hype
0.683,0.723,80.011,-6.008,0.966,Loco,Los Cafres,Ska,0,🎉 Party / Happy
0.331,0.236,165.034,-17.043,0.314,Angel Dream (No.2),Tom Petty and the Heartbreakers,Folk,1,😢 Sad / Acoustic
0.518,0.949,200.026,-2.893,0.656,Taketori Overnight Sensation,Matsushita,Anime,2,🎸 Energetic / Hype
0.123,0.204,79.406,-15.154,0.0365,Memories of Mother,Bear McCreary,Soundtrack,1,😢 Sad / Acoustic
0.824,0.356,129.981,-7.974,0.906,These Girls - Acoustic,Why Don't We,Dance,0,🎉 Party / Happy
0.607,0.78,170.052,-3.961,0.496,Me Fascina,Towy,Reggaeton,2,🎸 Energetic / Hype
0.327,0.269,141.514,-12.912,0.0857,Without You,for KING & COUNTRY,World,1,😢 Sad / Acoustic
0.578,0.0578,141.544,-19.709,0.286,The Ants Go Marching One by One Bedtime,Preschool Kids,Children's Music,1,😢 Sad / Acoustic
0.599,0.477,118.353,-7.278,0.298,Nànnuflày,Tinariwen,World,3,😌 Chill / Neutral
0.841,0.785,124.539,-4.924,0.943,Sleep Won't Sleep,The Cat Empire,Reggae,0,🎉 Party / Happy
0.712,0.424,103.927,-9.009,0.766,Jingle Bells - Reprise,Juice Music,Children's Music,0,🎉 Party / Happy
0.759,0.725,137.964,-4.861,0.522,"No Somos Ná (feat. Gigolo y La Exce, Bryant Myers, Alex Rose, Juhn & Amenazzy) - Remix",Trap Capos,Reggaeton,0,🎉 Party / Happy
0.599,0.931,111.012,-3.662,0.788,She's With Me,High Valley,Rock,0,🎉 Party / Happy
0.659,0.807,106.925,-8.961,0.478,Flaco - Live From Paris,Caramelos De Cianuro,Reggaeton,0,🎉 Party / Happy
0.516,0.442,138.032,-8.927,0.623,Let the Sky Fall - 2004 Remaster,Ten Years After,Blues,2,🎸 Energetic / Hype
0.3,0.843,135.648,-3.841,0.139,Is There A Ghost,Band of Horses,Indie,2,🎸 Energetic / Hype
0.622,0.736,110.24,-9.229,0.723,California Stars,Billy Bragg,Folk,0,🎉 Party / Happy
0.404,0.191,143.464,-18.102,0.124,君の未来、僕の想い,Takeshi Senoo,Anime,1,😢 Sad / Acoustic
0.692,0.858,125.944,-4.354,0.69,Wildflower,the JaneDear girls,Country,0,🎉 Party / Happy
0.463,0.674,135.447,-23.774,0.188,My Neighborhood,Felipe Esparza,Comedy,1,😢 Sad / Acoustic
0.441,0.402,156.404,-11.4,0.339,Have A Little Faith In Me,John Hiatt,Folk,2,🎸 Energetic / Hype
0.978,0.787,116.006,-2.79,0.597,Ice Ice Baby,Vanilla Ice,Hip-Hop,0,🎉 Party / Happy
0.627,0.615,132.962,-6.599,0.475,Supply,Marc E. Bassy,R&B,2,🎸 Energetic / Hype
0.388,0.924,177.971,-2.502,0.628,Burnout,10 Years,Alternative,2,🎸 Energetic / Hype
0.294,0.0734,84.105,-23.551,0.038,A Plague on Both Your Houses - Instrumental,Stephen Warbeck,Soundtrack,1,😢 Sad / Acoustic
0.518,0.349,134.064,-11.527,0.142,Lost & Found,Lianne La Havas,Soul,3,😌 Chill / Neutral
0.689,0.871,95.98,-5.366,0.676,Darte Lo Tuyo,Dyland & Lenny,Reggaeton,0,🎉 Party / Happy
0.567,0.651,93.989,-7.146,0.519,Memories,Thutmose,Hip-Hop,3,😌 Chill / Neutral
0.772,0.768,119.959,-4.52,0.713,(Drop Dead) Beautiful,Britney Spears,R&B,0,🎉 Party / Happy
0.646,0.877,104.101,-5.228,0.649,Bad Love,Sean Paul,Dance,0,🎉 Party / Happy
0.586,0.0399,108.468,-16.921,0.249,Old Man,Randy Newman,Movie,1,😢 Sad / Acoustic
0.607,0.713,134.994,-6.206,0.482,1998 TRUMAN,BROCKHAMPTON,Pop,2,🎸 Energetic / Hype
0.746,0.664,74.989,-4.858,0.447,India Pt. II,Lil Durk,Hip-Hop,0,🎉 Party / Happy
0.454,0.207,82.081,-14.445,0.337,Let's Dance,M. Ward,Indie,1,😢 Sad / Acoustic
0.831,0.573,117.014,-7.499,0.917,Lead Us,Katchafire,Reggae,0,🎉 Party / Happy
0.498,0.897,72.378,-11.091,0.225,Team of Doctors,Jim Gaffigan,Comedy,3,😌 Chill / Neutral
0.324,0.315,76.132,-15.493,0.112,Summertime Love,Ken Page,Movie,1,😢 Sad / Acoustic
0.16,0.0219,60.831,-22.81,0.0393,"Oboe Sonata, FP 185: I. Élégie. Paisiblement",Francis Poulenc,Classical,1,😢 Sad / Acoustic
0.443,0.314,97.796,-12.294,0.448,All In My Mind,Maxine Brown,Blues,3,😌 Chill / Neutral
0.591,0.183,138.967,-15.981,0.388,fz pseudotimestretch+e+3 [138.85],Aphex Twin,World,3,😌 Chill / Neutral
0.786,0.687,105.021,-5.914,0.345,Once In a While,Timeflies,Dance,0,🎉 Party / Happy
0.747,0.412,140.011,-9.37,0.53,Trap Music,Reo Cragun,Hip-Hop,0,🎉 Party / Happy
0.409,0.995,140.131,-3.399,0.373,Cold Cold Blood,Rancid,Ska,2,🎸 Energetic / Hype
0.511,0.667,90.712,-8.74,0.475,Romanian Wind,Hans Zimmer,Soundtrack,3,😌 Chill / Neutral
0.459,0.447,108.957,-13.756,0.378,Friday Afternoon,311,Reggae,3,😌 Chill / Neutral
0.72,0.434,94.421,-9.08,0.756,How Deep Is Your Love,Dru Hill,Hip-Hop,0,🎉 Party / Happy
0.338,0.024,123.554,-26.817,0.152,Rossini: Tancredi / Act 1 - Di tanti palpiti,Gioachino Rossini,Opera,1,😢 Sad / Acoustic
0.323,0.0372,67.097,-26.365,0.0601,"Eine Sonate für das Album von Frau Mathilde Wesendonck in As, WWV85",Richard Wagner,Opera,1,😢 Sad / Acoustic
0.282,0.0178,112.534,-33.903,0.198,"Waldszenen, Op. 82: I. Eintritt im Walde",Robert Schumann,Classical,1,😢 Sad / Acoustic
0.612,0.748,168.216,-5.505,0.894,This Train - Feat. Willie Nelson,Ziggy Marley,Reggae,2,🎸 Energetic / Hype
0.647,0.674,96.69,-5.037,0.327,Alegria,Tego Calderon,Reggaeton,3,😌 Chill / Neutral
0.622,0.413,130.166,-9.975,0.52,Bukowski,Modest Mouse,Alternative,3,😌 Chill / Neutral
0.358,0.549,148.118,-8.012,0.0854,Plastic,Portishead,Electronic,2,🎸 Energetic / Hype
0.605,0.725,88.979,-5.854,0.559,So I Met Someone,VHS Collection,Alternative,0,🎉 Party / Happy
0.541,0.916,156.015,-5.964,0.627,Nobody Praying For Me,Seether,Rap,2,🎸 Energetic / Hype
0.228,0.744,150.949,-14.551,0.568,Chinatown,Thin Lizzy,Blues,2,🎸 Energetic / Hype
0.46,0.992,152.024,-5.097,0.248,Blackened Angel (ダンテ戦闘1),Capcom Sound Team,Anime,2,🎸 Energetic / Hype
0.513,0.863,105.231,-6.954,0.412,Noodling,Kathleen Madigan,Comedy,3,😌 Chill / Neutral
0.727,0.703,143.02,-9.419,0.692,Striking up a Love,The Green,Reggae,0,🎉 Party / Happy
0.85,0.705,160.961,-7.537,0.839,Hard Out Here for a Pimp,Three 6 Mafia,Hip-Hop,0,🎉 Party / Happy
0.695,0.846,95.515,-5.874,0.832,Frankie Sinatra,The Avalanches,Children’s Music,0,🎉 Party / Happy
0.823,0.664,128.046,-6.118,0.585,Trick R Treat,Josh A,Rap,0,🎉 Party / Happy
0.708,0.304,134.819,-12.575,0.758,A Good Time Man Like Me (Demo),Jim Croce,Folk,0,🎉 Party / Happy
0.522,0.00356,133.747,-39.995,0.229,3 Gymnopedies (arr. A. Miolin): Gymnopedie No. 1,Anders Miolin,Classical,1,😢 Sad / Acoustic
0.659,0.687,81.954,-9.744,0.517,Six Degrees,BADBADNOTGOOD,Children’s Music,0,🎉 Party / Happy
0.837,0.831,118.962,-8.901,0.966,"Theme from ""Dora The Explorer""",The Countdown Kids,Children's Music,0,🎉 Party / Happy
0.55,0.848,107.069,-6.422,0.547,El Duelo,La Ley,Alternative,0,🎉 Party / Happy
0.875,0.519,110.018,-3.056,0.0568,Concept Nothing,Night Lovell,Hip-Hop,3,😌 Chill / Neutral
0.309,0.299,115.909,-20.991,0.0632,Death Smiles At All Of Us,Hans Zimmer,Soundtrack,1,😢 Sad / Acoustic
0.709,0.37,100.089,-13.456,0.671,Cocaine In My Brain,Dillinger,Reggae,0,🎉 Party / Happy
0.401,0.915,169.905,-6.829,0.361,Isombard,Declan McKenna,Children’s Music,2,🎸 Energetic / Hype
0.16,0.079,72.619,-18.206,0.0376,Twenty Eighth Parallel,Vangelis,Soundtrack,1,😢 Sad / Acoustic
0.648,0.696,130.197,-13.568,0.29,White People Problems (Jfl 2009),Louis C.K.,Comedy,3,😌 Chill / Neutral
0.595,0.462,89.975,-6.816,0.0922,Lazy Sad,ford.,Soul,3,😌 Chill / Neutral
0.378,0.898,195.747,-3.855,0.128,Crossing Over,Five Finger Death Punch,Children’s Music,2,🎸 Energetic / Hype
0.514,0.867,96.135,-4.717,0.596,Sound Of A Gun,Audioslave,Alternative,0,🎉 Party / Happy
0.27,0.905,148.097,-6.054,0.531,Owen Meaney,Lagwagon,Ska,2,🎸 Energetic / Hype
0.772,0.66,135.956,-5.067,0.422,Dime,Revol,Hip-Hop,0,🎉 Party / Happy
0.752,0.563,114.65,-8.812,0.688,Minnie petite souris (Pepino the italian mouse),Henri Salvador,Movie,0,🎉 Party / Happy
0.492,0.335,127.517,-13.388,0.393,Macbeth (1999 - Remaster): S'allontanarono! (Streghe),Giuseppe Verdi,Opera,3,😌 Chill / Neutral
0.159,0.218,89.666,-15.482,0.111,The Firebird Suite: VII. Finale,Igor Stravinsky,Classical,1,😢 Sad / Acoustic
0.694,0.891,97.939,-2.94,0.563,Want U Back,Cher Lloyd,Dance,0,🎉 Party / Happy
0.262,0.211,114.255,-17.548,0.0524,Storm And The Aftermath,Alan Menken,Movie,1,😢 Sad / Acoustic
0.633,0.327,90.278,-18.212,0.719,Unhappy Remark (Palpite Infeliz),João Gilberto,Jazz,3,😌 Chill / Neutral
0.829,0.33,110.158,-7.554,0.984,Here We Go Round The Mulberry Bush,Juice Music,Children's Music,0,🎉 Party / Happy
0.8,0.875,100.033,-4.952,0.882,Quit Playing Games (With My Heart),Backstreet Boys,Dance,0,🎉 Party / Happy
0.454,0.069,106.651,-25.705,0.148,All The Warm Lives,Masakatsu Takagi,Soundtrack,1,😢 Sad / Acoustic
0.676,0.715,104.024,-10.262,0.759,Holographic Universe featuring Gunjan,Thievery Corporation,Electronic,0,🎉 Party / Happy
0.619,0.638,75.224,-7.145,0.585,Shit in Your Cut,Modest Mouse,Indie,0,🎉 Party / Happy
0.341,0.708,86.64,-10.464,0.736,Ghosts,Albert Ayler,Jazz,0,🎉 Party / Happy
0.753,0.575,117.014,-8.783,0.686,When The Hunter Gets Captured By The Game,Jerry Garcia,Country,0,🎉 Party / Happy
0.729,0.89,98.003,-5.115,0.493,That's Who I Am,Taj Mahal,Blues,0,🎉 Party / Happy
0.567,0.745,125.575,-5.423,0.903,Sloop John B - Remastered,The Beach Boys,Rock,0,🎉 Party / Happy
0.557,0.9,125.97,-4.147,0.468,Rondo-revolution-,Mikuni Shimokawa,Anime,2,🎸 Energetic / Hype
0.696,0.776,116.966,-5.92,0.847,Crave It Still,LOYAL,Soul,0,🎉 Party / Happy
0.829,0.51,119.993,-9.334,0.45,Waves - Robin Schulz Radio Edit,Mr. Probz,Hip-Hop,0,🎉 Party / Happy
0.781,0.487,95.879,-8.823,0.344,Time (feat. Meek Mill),Lil Baby,Hip-Hop,3,😌 Chill / Neutral
0.469,0.729,149.67,-7.159,0.357,Knocking on Your Heart,Maggie Lindemann,Dance,2,🎸 Energetic / Hype
0.51,0.816,110.124,-7.127,0.618,Lake Superior,The Arcs,Children’s Music,0,🎉 Party / Happy
0.64,0.701,128.81,-6.62,0.777,L’été en plus,Chantal Goya,Movie,0,🎉 Party / Happy
0.846,0.395,91.009,-10.568,0.26,"We Will Rock You - From ""We Will Rock You""",Juice Music,Children's Music,3,😌 Chill / Neutral
0.64,0.469,90.001,-8.718,0.305,Amen,for KING & COUNTRY,World,3,😌 Chill / Neutral
0.532,0.948,103.985,-2.509,0.728,Your Way,MAN WITH A MISSION,Anime,0,🎉 Party / Happy
0.687,0.617,121.08,-5.213,0.665,Brazil,Declan McKenna,Children’s Music,0,🎉 Party / Happy
0.636,0.676,104.951,-6.456,0.523,Phantom,SEKAI NO OWARI,Anime,0,🎉 Party / Happy
0.642,0.56,92.588,-13.159,0.832,Who Do You Love - Pt. 1,Quicksilver Messenger Service,Blues,0,🎉 Party / Happy
0.63,0.682,112.077,-7.317,0.391,Next,The Weeknd,R&B,3,😌 Chill / Neutral
0.0717,0.0646,79.436,-28.552,0.0302,Semena Mertvykh,Boards of Canada,World,1,😢 Sad / Acoustic
0.848,0.558,103.959,-6.006,0.546,Sea Monkey Wiggle,Dora The Explorer,Children's Music,0,🎉 Party / Happy
0.636,0.965,125.043,-2.897,0.551,Be Your Shadow,The Wombats,Children’s Music,0,🎉 Party / Happy
0.495,0.226,92.876,-14.219,0.538,Tomorrow Gon' Be Too Late,C.W. Stoneking,Blues,3,😌 Chill / Neutral
0.555,0.509,113.99,-6.938,0.184,We're Not Making Love No More,Dru Hill,Hip-Hop,3,😌 Chill / Neutral
0.286,0.0977,175.766,-20.707,0.0355,Prowler,Bohren & Der Club Of Gore,Jazz,1,😢 Sad / Acoustic
0.49,0.868,147.979,-3.943,0.472,Drugs & Candy,All Time Low,Rock,2,🎸 Energetic / Hype
0.596,0.618,141.884,-5.211,0.673,Go Tell It On The Mountain,Tenth Avenue North,World,2,🎸 Energetic / Hype
0.696,0.456,91.115,-11.315,0.636,Truth Lies Low,Andrew Bird,Indie,0,🎉 Party / Happy
0.683,0.676,96.044,-7.26,0.643,Miss Me More - Recorded at Sound Stage Studios Nashville,Kelsea Ballerini,Jazz,0,🎉 Party / Happy
0.501,0.766,132.736,-4.536,0.788,Handle With Care,Jenny Lewis,Folk,2,🎸 Energetic / Hype
0.726,0.565,133.036,-5.564,0.597,Domo23,"Tyler, The Creator",Rap,0,🎉 Party / Happy
0.172,0.0712,80.677,-18.661,0.132,La Sonnambula (1997 - Remaster): Aria - Ah! non credea mirarti,Vincenzo Bellini,Opera,1,😢 Sad / Acoustic
0.237,0.942,180.51,-4.738,0.592,I Fought the Law,Dead Kennedys,Ska,2,🎸 Energetic / Hype
0.823,0.567,89.979,-4.392,0.372,Locked Up,Akon,Pop,0,🎉 Party / Happy
0.697,0.456,103.026,-8.588,0.341,Slow,Vedo,R&B,3,😌 Chill / Neutral
0.663,0.74,159.855,-3.44,0.813,Could've Been Great,Bumpin Uglies,Reggae,2,🎸 Energetic / Hype
0.631,0.309,118.498,-9.527,0.427,Three Rounds and a Sound - Daytrotter Version,Blind Pilot,Rock,3,😌 Chill / Neutral
0.282,0.777,127.191,-6.798,0.345,Left Me For Dead,Rob Dougan,Electronic,2,🎸 Energetic / Hype
0.107,0.0978,89.954,-26.346,0.0375,The Grey Lady,Alexandre Desplat,Soundtrack,1,😢 Sad / Acoustic
0.714,0.373,112.779,-13.051,0.61,The Reason I'm Not President,Steve Hofstetter,Comedy,0,🎉 Party / Happy
0.774,0.764,110.083,-8.167,0.595,Falling Down Trying,Wookiefoot,Reggae,0,🎉 Party / Happy
0.638,0.665,158.521,-13.803,0.622,Mind the G.A.T.T.,Anti-Flag,Ska,2,🎸 Energetic / Hype
0.717,0.397,94.073,-8.614,0.479,When You Say Nothing at All (Live in Nashville),Endless Summer,Country,3,😌 Chill / Neutral
0.173,0.166,137.4,-14.994,0.08,"Yes, I Do...",Mikolai Stroinski,Soundtrack,1,😢 Sad / Acoustic
0.277,0.43,147.227,-8.259,0.277,Met by Love (Wonder) [Spontaneous] (feat. Jacob Cantrell),Capital City Music,World,2,🎸 Energetic / Hype
0.543,0.0609,111.093,-27.743,0.61,Fugue in F Minor,Alessandro Scarlatti,Classical,1,😢 Sad / Acoustic
0.476,0.148,127.323,-18.642,0.492,"Violin Sonata No. 3 in E-Flat Major, Op. 12 No. 3: I. Allegro con spirito",Ludwig van Beethoven,Classical,1,😢 Sad / Acoustic
0.351,0.74,102.124,-3.432,0.218,Here Is Gone,The Goo Goo Dolls,Children’s Music,3,😌 Chill / Neutral
0.49,0.754,67.358,-11.152,0.29,I Never Parked in Harvard Yard,Paula Poundstone,Comedy,3,😌 Chill / Neutral
0.368,0.824,161.974,-4.07,0.12,Remember Everything,Five Finger Death Punch,Children’s Music,2,🎸 Energetic / Hype
0.835,0.449,114.592,-14.652,0.544,A Fool for Your Stockings,ZZ Top,Blues,0,🎉 Party / Happy
0.534,0.115,72.142,-18.764,0.279,The Lady Is a Tramp,The King's Singers,A Capella,1,😢 Sad / Acoustic
0.702,0.585,109.034,-6.607,0.432,Night Train - Remastered,Louis Prima,Blues,3,😌 Chill / Neutral
0.347,0.233,147.11,-9.956,0.563,Chasing the Van,Randy Newman,Movie,2,🎸 Energetic / Hype
0.766,0.563,119.951,-6.91,0.166,Used To Be,GASHI,Soul,3,😌 Chill / Neutral
0.901,0.362,81.987,-9.4,0.814,Six Little Ducks,Juice Music,Children's Music,0,🎉 Party / Happy
0.222,0.262,85.87,-14.956,0.0389,"Luisa Miller / Act 3: ""Padre, ricevi l'estremo addio""",Giuseppe Verdi,Opera,1,😢 Sad / Acoustic
0.439,0.805,58.421,-13.41,0.494,Sam joins a hate group,Sam Morril,Comedy,3,😌 Chill / Neutral
0.792,0.43,109.982,-8.233,0.536,La Bellakera,Lyanno,Reggaeton,0,🎉 Party / Happy
0.421,0.644,127.957,-13.383,0.529,Annihilate This Week,Black Flag,Ska,3,😌 Chill / Neutral
0.523,0.699,96.03,-5.895,0.196,Kohri no Senjin,Yasuharu Takanashi,Anime,3,😌 Chill / Neutral
0.781,0.98,140.235,-5.077,0.487,Momentz (feat. De La Soul),Gorillaz,Alternative,0,🎉 Party / Happy
0.337,0.479,61.828,-8.735,0.223,Over,Honors,R&B,3,😌 Chill / Neutral
0.804,0.425,125.931,-10.384,0.494,Switch Up,Toni Romiti,Pop,0,🎉 Party / Happy
0.771,0.912,92.516,-5.06,0.616,It's On,Eazy-E,Rap,0,🎉 Party / Happy
0.21,0.283,134.364,-13.898,0.0817,Mass for St. Anthony of Padua: Gradual. Os justi meditabitur sapientiam,Guillaume Dufay,Classical,1,😢 Sad / Acoustic
0.474,0.751,128.027,-7.459,0.139,The Rock Won't Move,Vertical Worship,World,3,😌 Chill / Neutral
0.737,0.77,158.351,-7.753,0.431,WHY,NF,Hip-Hop,2,🎸 Energetic / Hype
0.659,0.493,92.989,-9.161,0.497,SWIM,BROCKHAMPTON,Hip-Hop,3,😌 Chill / Neutral
0.824,0.812,124.023,-7.423,0.307,The Sermon (Malive & Lowdown Remix),Tchami,Electronic,0,🎉 Party / Happy
0.522,0.786,138.128,-3.897,0.523,Enough Is Enough,Eli Young Band,Country,2,🎸 Energetic / Hype
0.883,0.486,134.985,-8.175,0.462,Nasty (feat. Dro),Bandit Gang Marco,R&B,0,🎉 Party / Happy
0.638,0.881,102.985,-7.044,0.466,The Prince,Gabriel Iglesias,Comedy,0,🎉 Party / Happy
0.521,0.731,168.111,-6.997,0.723,Tuesday,Malibu Ken,Children’s Music,2,🎸 Energetic / Hype
0.541,0.7,96.071,-6.971,0.33,Burning In My Soul,Matt Maher,World,3,😌 Chill / Neutral
0.681,0.206,122.879,-13.46,0.594,Ballet Walk (Graceful 3/4),Kimbo Children's Music,Children's Music,3,😌 Chill / Neutral
0.812,0.792,93.956,-5.179,0.625,"Baila Morena (with Luny Tunes, Noriega) - Remix",Hector & Tito,Reggaeton,0,🎉 Party / Happy
0.538,0.706,150.369,-6.363,0.883,Longer and Stronger,Sharon Jones & The Dap-Kings,Jazz,2,🎸 Energetic / Hype
0.49,0.254,89.234,-11.823,0.165,Way over Yonder,Carole King,Folk,3,😌 Chill / Neutral
0.634,0.822,97.025,-4.839,0.737,Would You Love Me,Russell Dickerson,Rock,0,🎉 Party / Happy
0.392,0.426,149.368,-6.558,0.569,Why Don't You Love Me in Real Life,Masked Intruder,Ska,2,🎸 Energetic / Hype
0.622,0.45,91.297,-11.152,0.915,Ye Pakistan Hamara,Chorus,Movie,0,🎉 Party / Happy
0.367,0.0903,116.742,-15.837,0.233,"The long and winding road (Tiré du film ""Let it be"")",Bruno Pelletier,Movie,1,😢 Sad / Acoustic
0.436,0.375,107.386,-13.856,0.49,The Sounds of Silence,Simon & Garfunkel,Folk,3,😌 Chill / Neutral
0.448,0.725,152.074,-10.084,0.501,Unwritten,Stan Forebee,Jazz,2,🎸 Energetic / Hype
0.531,0.855,124.578,-4.95,0.424,Hanging By A Moment,Lifehouse,Children’s Music,2,🎸 Energetic / Hype
0.557,0.586,104.636,-5.743,0.569,Mind Eraser,The Black Keys,Children’s Music,0,🎉 Party / Happy
0.863,0.49,128.285,-12.968,0.843,You Don't Know,Bob Andy,Reggae,0,🎉 Party / Happy
0.558,0.816,89.094,-4.775,0.961,Backas,Mr. Vegas,Reggae,0,🎉 Party / Happy
0.91,0.437,143.041,-7.045,0.227,Hoola Hoop (feat. True Story Gee & Lil Durk),K CAMP,R&B,3,😌 Chill / Neutral
0.555,0.546,134.497,-8.488,0.817,Anywhere I Go,Slightly Stoopid,Reggae,0,🎉 Party / Happy
0.805,0.893,106.212,-6.948,0.681,"Underground Style Mix (feat. Miguel Play, HCP, Manec, Ruben Sam, DJ Black, Rankin Stone, Kalil and Danny Banton)",Playero,Reggaeton,0,🎉 Party / Happy
0.417,0.77,131.956,-5.588,0.177,"No Light, No Light",Florence + The Machine,Pop,2,🎸 Energetic / Hype
0.2,0.173,86.553,-16.652,0.0595,"Sonata for Violin and Piano in E flat, Op.18: II. Improvisation (Andante cantabile)",Richard Strauss,Classical,1,😢 Sad / Acoustic
0.537,0.561,78.13,-6.961,0.242,214,Rivermaya,Indie,3,😌 Chill / Neutral
0.303,0.445,74.183,-12.733,0.127,The Mandalorians of Death Watch,Kevin Kiner,Soundtrack,1,😢 Sad / Acoustic
0.238,0.932,150.899,-5.809,0.186,New Born,Muse,Rock,2,🎸 Energetic / Hype
0.371,0.342,119.983,-12.459,0.0395,Dance of the Seven Sisters,Deya Dova,World,1,😢 Sad / Acoustic
0.87,0.351,146.062,-13.547,0.877,Over In The Meadow,Juice Music,Children's Music,0,🎉 Party / Happy
0.869,0.626,131.075,-4.832,0.316,Move That Dope,Future,Rap,0,🎉 Party / Happy
0.357,0.914,145.158,-5.519,0.291,Grover,Bobcat Goldthwait,Comedy,2,🎸 Energetic / Hype
0.326,0.887,202.354,-4.199,0.706,Ain't Nothing 'Bout You,Brooks & Dunn,Rock,2,🎸 Energetic / Hype
0.497,0.952,156.968,-4.399,0.38,Stars,Sixx:A.M.,Children’s Music,2,🎸 Energetic / Hype
0.547,0.0477,106.742,-23.549,0.267,"Cosmo Canyon: Piano Opera Version (From ""Final Fantasy VII"") [For Piano Solo]",Nobuo Uematsu,Anime,1,😢 Sad / Acoustic
0.617,0.708,142.927,-5.983,0.909,"Whoop-De-Dooper Bounce - From ""The Tigger Movie""",Jim Cummings,Movie,0,🎉 Party / Happy
0.389,0.0906,124.623,-21.143,0.097,"Carmen (1997 - Remaster), Act III: Trio des Cartes: Mêlons! Coupons!",Georges Bizet,Opera,1,😢 Sad / Acoustic
0.46,0.914,85.48,-10.32,0.102,A Brittney Log,Jim Norton,Comedy,3,😌 Chill / Neutral
0.694,0.85,90.212,-4.381,0.927,Me Pego Algo,Ñejo,Reggaeton,0,🎉 Party / Happy
0.549,0.969,101.055,-2.763,0.348,Warrior,Disturbed,Children’s Music,3,😌 Chill / Neutral
0.491,0.966,106.543,-7.471,0.0988,Movies and Parties,Brian Regan,Comedy,3,😌 Chill / Neutral
0.523,0.855,91.976,-3.782,0.946,En la Oscuridad - Versión Salsa,Yandel,Reggaeton,0,🎉 Party / Happy
0.782,0.671,106.975,-5.127,0.706,"Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)",Ne-Yo,Pop,0,🎉 Party / Happy
0.709,0.61,125.189,-7.206,0.475,Drive (For Daddy Gene),Alan Jackson,Country,0,🎉 Party / Happy
0.585,0.512,121.896,-9.764,0.698,Slide Thru (feat. Jerry Good),blackbear,Pop,0,🎉 Party / Happy
0.768,0.933,128.036,-2.203,0.677,POM POM (feat. Richie Loop),Henry Fong,Electronic,0,🎉 Party / Happy
0.624,0.931,119.887,-9.988,0.14,Instant Karma! (We All Shine On),John Lennon,Folk,3,😌 Chill / Neutral
0.512,0.86,154.995,-5.139,0.366,I Refuse,Five Finger Death Punch,Children’s Music,2,🎸 Energetic / Hype
0.555,0.769,130.063,-5.192,0.365,Learn How to Watch (feat. Mac Miller & MadeinTYO),Carnage,Hip-Hop,2,🎸 Energetic / Hype
0.313,0.378,98.7,-13.851,0.0952,Define Dancing,Thomas Newman,Soundtrack,1,😢 Sad / Acoustic
0.4,0.541,99.343,-4.527,0.268,Mi Buen Amor,Mon Laferte,Alternative,3,😌 Chill / Neutral
0.669,0.583,100.027,-7.088,0.165,Overture,Beats Antique,World,3,😌 Chill / Neutral
0.43,0.971,151.219,-3.845,0.764,Just Like Heaven,The Cure,Children’s Music,2,🎸 Energetic / Hype
0.266,0.113,83.076,-17.449,0.0942,"Egmont, Op. 84: Overture",Ludwig van Beethoven,Classical,1,😢 Sad / Acoustic
0.76,0.635,91.03,-6.676,0.425,Feeling Irie,General Degree,Reggae,0,🎉 Party / Happy
0.641,0.775,126.174,-6.419,0.854,In A Big Country,Big Country,Dance,0,🎉 Party / Happy
0.741,0.376,126.41,-7.639,0.683,Strike The Bell,Dan Zanes,Children's Music,0,🎉 Party / Happy
0.62,0.788,167.996,-6.358,0.75,I'm Waiting For You,Jackiem Joyner,Jazz,2,🎸 Energetic / Hype
