danceability,energy,tempo,loudness,valence,track_name,artist_name,genre,Cluster,Mood
0.327,0.835,171.795,-4.952,0.385,My Time's Comin',A Thousand Horses,Country,2,🎸 Energetic / Hype
0.217,0.108,76.792,-18.62,0.0428,The Magic Of Halloween - Soundtrack Reissue (2002),John Williams,Soundtrack,1,😢 Sad / Acoustic
0.632,0.529,115.013,-4.492,0.399,Rosas Y Espinas,La Secta AllStar,Reggae,3,😌 Chill / Neutral
0.745,0.772,133.113,-3.949,0.17,Endz - Original Mix,Stooki Sound,Electronic,2,🎸 Energetic / Hype
0.271,0.154,78.272,-13.183,0.165,Glad to Be Unhappy (feat. John Mayer),Chris Botti,Jazz,1,😢 Sad / Acoustic
0.787,0.224,146.054,-9.607,0.657,How Much Is That Doggy In The Window?,Sugar Kane Music,Children's Music,0,🎉 Party / Happy
0.62,0.497,155.908,-9.585,0.55,Morning Light,Justin Timberlake,Pop,2,🎸 Energetic / Hype
0.929,0.61,136.081,-6.064,0.868,Chunk Up the Deuce (feat. U.G.K. & Paul Wall),Lil Keke,Hip-Hop,0,🎉 Party / Happy
0.57,0.715,148.032,-3.399,0.831,Get Up,Cole Swindell,Country,2,🎸 Energetic / Hype
0.223,0.0332,94.016,-28.02,0.246,"Swan Lake, Op. 20, Act II No. 13, Danses des cygnes: Act II By a Lake: No. 13. Dances of the swans: I. Tempo di valse",Pyotr Ilyich Tchaikovsky,Classical,1,😢 Sad / Acoustic
0.658,0.623,107.012,-7.861,0.656,Blues for Stochelo,Joscho Stephan,Jazz,0,🎉 Party / Happy
0.74,0.448,139.984,-6.166,0.233,Hannah,Amarion,Reggaeton,3,😌 Chill / Neutral
0.543,0.339,110.981,-8.523,0.367,teddy bear,Ayumi Hamasaki,Anime,3,😌 Chill / Neutral
0.807,0.594,130.086,-7.945,0.83,Tied Up,LEISURE,R&B,0,🎉 Party / Happy
0.653,0.955,116.17,-3.378,0.904,La Distancia,Panteon Rococo,Ska,0,🎉 Party / Happy
0.57,0.773,94.395,-12.502,0.318,Yul Brynner,Bill Hicks,Comedy,3,😌 Chill / Neutral
0.249,0.257,79.599,-15.19,0.115,Handel: Rodelinda: Ritorna o caro,Dame Joan Sutherland,Opera,1,😢 Sad / Acoustic
0.676,0.645,151.058,-9.335,0.537,How To Fly,Sticky Fingers,Reggae,2,🎸 Energetic / Hype
0.674,0.531,129.939,-6.941,0.17,Basic,Sigrid,Dance,3,😌 Chill / Neutral
0.561,0.525,83.414,-8.717,0.516,Words (feat. India.Arie),Anthony David,Soul,3,😌 Chill / Neutral
0.877,0.662,127.987,-7.621,0.465,Rise To The Occasion,Sizzla,Reggae,0,🎉 Party / Happy
0.346,0.396,93.233,-12.731,0.41,Solamente Una Vez,Nat King Cole,Jazz,3,😌 Chill / Neutral
0.369,0.298,115.298,-20.784,0.499,Hallelujah Junction,John Adams,Classical,1,😢 Sad / Acoustic
0.374,0.00526,69.813,-35.546,0.386,"Kinderszenen, Op. 15: I. Von fremden Ländern und Menschen",Robert Schumann,Classical,1,😢 Sad / Acoustic
0.719,0.739,115.142,-5.577,0.603,Wonder,Natalie Merchant,Folk,0,🎉 Party / Happy
0.523,0.96,117.168,-3.532,0.675,Tactics - Remastered,THE YELLOW MONKEY,Anime,0,🎉 Party / Happy
0.608,0.577,128.872,-6.477,0.111,The Preface,The Littlest Man Band,Ska,3,😌 Chill / Neutral
0.56,0.688,76.997,-4.437,0.611,I Knew You Were Trouble,We Came As Romans,Rock,0,🎉 Party / Happy
0.605,0.895,133.931,-4.754,0.838,Siente El Fuego,La Secta AllStar,Reggae,0,🎉 Party / Happy
0.435,0.95,160.987,-3.869,0.457,Everything Is Alright,Motion City Soundtrack,Pop,2,🎸 Energetic / Hype
0.503,0.614,108.631,-10.875,0.493,Gringo Honeymoon,Robert Earl Keen,Country,3,😌 Chill / Neutral
0.738,0.308,124.979,-7.242,0.531,Your Biggest Fan,Never Shout Never,Children’s Music,3,😌 Chill / Neutral
0.489,0.506,95.528,-10.251,0.431,Just Sayin/I Tried,The Internet,Alternative,3,😌 Chill / Neutral
0.608,0.74,73.002,-5.074,0.691,"Love, I Thought You Had My Back",Keyshia Cole,Soul,0,🎉 Party / Happy
0.737,0.737,134.066,-3.72,0.5,Modern Slavery,Huncho Jack,Rap,0,🎉 Party / Happy
0.701,0.739,120.004,-6.547,0.687,You Won't See Me,Music For Little People Choir,Children's Music,0,🎉 Party / Happy
0.737,0.259,149.106,-18.901,0.42,Restless,Jinsang,R&B,3,😌 Chill / Neutral
0.367,0.496,76.069,-9.038,0.197,Here I Am To Worship - Live,Passion,World,3,😌 Chill / Neutral
0.474,0.731,135.056,-5.582,0.0876,show me,San Holo,Electronic,2,🎸 Energetic / Hype
0.231,0.525,132.572,-9.981,0.21,"Symphony No. 8 in E-Flat Major - ""Symphony of a Thousand"" / Pt. 1: ""Accende lumen sensibus""",Gustav Mahler,Classical,3,😌 Chill / Neutral
0.84,0.193,99.99,-11.186,0.204,Let Go Today,Shoffy,R&B,3,😌 Chill / Neutral
0.303,0.129,84.167,-15.069,0.155,I'm So Tired,Fugazi,Rock,1,😢 Sad / Acoustic
0.294,0.652,76.006,-5.36,0.212,Monster Hunter,Capcom Sound Team,Anime,3,😌 Chill / Neutral
0.627,0.71,130.019,-5.076,0.461,Goodbyes,The Frights,Indie,2,🎸 Energetic / Hype
0.0942,0.0341,84.676,-26.675,0.0288,Lohengrin: Prelude to Act 1,Richard Wagner,Opera,1,😢 Sad / Acoustic
0.705,0.44,86.008,-4.452,0.453,Santa Baby,Kellie Pickler,Country,3,😌 Chill / Neutral
0.155,0.192,104.978,-17.664,0.0565,"For the Love of a Princess (From ""Braveheart"")",James Horner,Soundtrack,1,😢 Sad / Acoustic
0.681,0.738,81.002,-6.227,0.678,Guillao (feat. Farruko & Dy),Musicologo Y Menes,Reggaeton,0,🎉 Party / Happy
0.559,0.466,117.21,-6.769,0.623,Never in My Wildest Dreams,Dan Auerbach,Folk,0,🎉 Party / Happy
0.557,0.247,109.603,-12.371,0.276,La chanson de Bambi,Jean Claude Corbel,Movie,3,😌 Chill / Neutral
0.097,0.0507,87.474,-29.849,0.0265,The Body,Ben Salisbury,Soundtrack,1,😢 Sad / Acoustic
0.595,0.662,96.053,-6.858,0.417,Lighthouse - Andrelli Remix,Hearts & Colors,Pop,3,😌 Chill / Neutral
0.378,0.318,121.904,-8.58,0.0382,Chrome Country,Oneohtrix Point Never,Electronic,3,😌 Chill / Neutral
0.42,0.27,99.823,-14.396,0.136,Cherish,Pat Metheny,Jazz,1,😢 Sad / Acoustic
0.838,0.492,110.099,-9.633,0.969,Ory's Creole Trombone,George Bruns,Movie,0,🎉 Party / Happy
0.676,0.637,139.223,-6.561,0.782,Rat Race - Live At The Roxy,Bob Marley & The Wailers,Reggae,0,🎉 Party / Happy
0.281,0.984,139.402,-3.897,0.249,UEHARA -FUTOSHI-,MAXIMUM THE HORMONE,Anime,2,🎸 Energetic / Hype
0.623,0.952,134.966,-4.83,0.39,破滅のオレンジ,"Kami-sama, I have noticed",Anime,2,🎸 Energetic / Hype
0.903,0.647,142.963,-9.612,0.817,Uh Uh,Blac Youngsta,Rap,0,🎉 Party / Happy
0.357,0.556,148.01,-7.43,0.191,It Is Finished - Live,Passion,Children’s Music,2,🎸 Energetic / Hype
0.547,0.139,92.994,-12.539,0.34,Feels Like Home,Diana Krall,Jazz,3,😌 Chill / Neutral
0.79,0.765,170.063,-6.642,0.964,Automovil,Ñejo,Reggaeton,0,🎉 Party / Happy
0.721,0.925,111.961,-3.208,0.37,Need You,Dillon Francis,Electronic,0,🎉 Party / Happy
0.654,0.526,120.019,-7.591,0.384,I Just Wanna (feat. Mac Miller),Chief Keef,Hip-Hop,3,😌 Chill / Neutral
0.663,0.415,85.938,-7.492,0.624,Happy Working Song - Soundtrack Version,Amy Adams,Movie,0,🎉 Party / Happy
0.632,0.38,77.944,-7.073,0.588,This Is My Version,Conor Maynard,Pop,3,😌 Chill / Neutral
0.778,0.76,106.986,-5.059,0.932,Humedal,Falsa Cubana,Ska,0,🎉 Party / Happy
0.656,0.798,92.03,-6.608,0.572,Coffee,BTS,Pop,0,🎉 Party / Happy
0.401,0.857,173.993,-5.207,0.594,The Debate Is Over (If You Want It),Anti-Flag,Ska,2,🎸 Energetic / Hype
0.675,0.777,105.022,-4.699,0.507,Who Do You Think You Are?,Lake Street Dive,Folk,0,🎉 Party / Happy
0.523,0.894,140.735,-6.467,0.842,Beneath The Dunes,Real Estate,Folk,2,🎸 Energetic / Hype
0.402,0.0298,130.672,-25.601,0.0736,Light Above The Trees,Keiko Matsui,Jazz,1,😢 Sad / Acoustic
0.81,0.649,74.383,-9.094,0.59,Pimp Juice,Nelly,Dance,0,🎉 Party / Happy
0.125,0.184,66.687,-18.568,0.0384,Honor [For Oboe And Strings],Hans Zimmer,Soundtrack,1,😢 Sad / Acoustic
0.519,0.789,155.79,-5.44,0.612,In Case You Don't Remember,Jason Aldean,Country,2,🎸 Energetic / Hype
0.546,0.586,89.089,-4.211,0.819,R U Crazy - Radio Edit,Conor Maynard,Pop,0,🎉 Party / Happy
0.577,0.557,119.977,-6.894,0.177,You Said (feat. Quavo),Young Thug,Hip-Hop,3,😌 Chill / Neutral
0.563,0.725,102.962,-6.366,0.677,The Death of Me,City and Colour,Folk,0,🎉 Party / Happy
0.511,0.402,83.339,-10.695,0.503,Me And Those Dreamin' Eyes Of Mine,D'Angelo,Soul,3,😌 Chill / Neutral
0.967,0.366,110.048,-12.628,0.964,Fiddle Dee Dee,Juice Music,Children's Music,0,🎉 Party / Happy
0.744,0.349,92.433,-9.234,0.734,"Bright Lights, Big City",Jimmy Reed,Blues,0,🎉 Party / Happy
0.509,0.857,179.956,-6.622,0.308,Isolated Incidents,Animals As Leaders,Jazz,2,🎸 Energetic / Hype
0.678,0.715,116.995,-7.656,0.902,Simple Science - Radio Edit,Zero 7,Electronic,0,🎉 Party / Happy
0.54,0.994,80.946,-4.241,0.0889,The Game of Love And How To Destroy It,Dane Cook,Comedy,3,😌 Chill / Neutral
0.731,0.921,98.976,-4.695,0.633,Midnight,Swingrowers,Jazz,0,🎉 Party / Happy
0.579,0.559,151.985,-7.338,0.328,Real Peach,Henry Jamison,Pop,2,🎸 Energetic / Hype
0.513,0.842,180.126,-5.605,0.158,Never Let Me Go,Attom,Soul,2,🎸 Energetic / Hype
0.656,0.324,80.982,-12.341,0.11,Everything Apart,Foxwarren,Folk,3,😌 Chill / Neutral
0.122,0.942,182.199,-5.851,0.725,Police Insanity,Screeching Weasel,Ska,2,🎸 Energetic / Hype
0.426,0.431,113.463,-8.083,0.332,Though You Slay Me,Shane & Shane,World,3,😌 Chill / Neutral
0.291,0.0708,114.128,-21.7,0.0373,"Daisy, Daisy",Jóhann Jóhannsson,Soundtrack,1,😢 Sad / Acoustic
0.838,0.304,112.618,-9.975,0.221,Untitled (How Does It Feel),D'Angelo,Children’s Music,3,😌 Chill / Neutral
0.528,0.684,155.947,-6.266,0.31,Armor,Landon Austin,Indie,2,🎸 Energetic / Hype
0.659,0.413,161.905,-14.916,0.588,Blackwater - Remastered 2003,Rain Tree Crow,World,2,🎸 Energetic / Hype
0.321,0.931,125.024,-5.603,0.343,House Organ,Between The Buried And Me,Jazz,2,🎸 Energetic / Hype
0.589,0.658,77.521,-5.288,0.251,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,Pop,3,😌 Chill / Neutral
0.805,0.337,119.982,-12.664,0.643,In A Manner Of Speaking,Nouvelle Vague,Jazz,0,🎉 Party / Happy
0.749,0.641,140.08,-5.268,0.409,Jackie Chan,Preme,Rap,2,🎸 Energetic / Hype
0.875,0.483,105.023,-9.275,0.443,Easy Way Out,LEISURE,Soul,0,🎉 Party / Happy
0.529,0.538,82.517,-11.549,0.797,The Alphabet Song,The Countdown Kids,Children's Music,0,🎉 Party / Happy
0.476,0.405,137.019,-10.543,0.0795,Putting The Dog To Sleep,The Antlers,Indie,3,😌 Chill / Neutral
0.864,0.384,131.125,-13.225,0.841,Soul Shake Down Party,The Wailers,Reggae,0,🎉 Party / Happy
0.687,0.63,126.004,-9.82,0.108,Sunday (B-Sides),Moby,Electronic,3,😌 Chill / Neutral
0.327,0.0386,69.175,-23.36,0.192,Adieu ces bons vins de Lannoys,Guillaume Dufay,Classical,1,😢 Sad / Acoustic
0.527,0.489,147.609,-8.776,0.694,As The Snow,Sally Dworsky,Movie,2,🎸 Energetic / Hype
0.68,0.909,147.927,-4.74,0.809,What You Want,THEY.,Soul,0,🎉 Party / Happy
0.435,0.33,173.526,-15.266,0.867,Strange Feeling,Billy Stewart,Blues,2,🎸 Energetic / Hype
0.86,0.905,95.033,-1.721,0.697,Un Corillo de Palgas,"JQ ""The #1 Contender""",Reggaeton,0,🎉 Party / Happy
0.779,0.74,176.061,-9.084,0.458,...Girl,Mura Masa,Soul,2,🎸 Energetic / Hype
0.458,0.717,133.637,-8.009,0.465,Homecoming Heroes,The Head and the Heart,Indie,2,🎸 Energetic / Hype
0.555,0.879,150.006,-8.547,0.24,Colonoscopy,Bill Engvall,Comedy,2,🎸 Energetic / Hype
0.565,0.922,130.025,-4.936,0.393,Meet the Monster,Five Finger Death Punch,Alternative,2,🎸 Energetic / Hype
0.728,0.62,81.998,-7.533,0.885,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,Rap,0,🎉 Party / Happy
0.653,0.581,83.96,-10.909,0.116,Rocks,BONES,Hip-Hop,3,😌 Chill / Neutral
0.255,0.489,123.267,-9.459,0.3,"This Is Berk - From ""How To Train Your Dragon""",John Powell,Soundtrack,3,😌 Chill / Neutral
0.641,0.531,135.564,-7.243,0.194,Seven,Rainbow Kitten Surprise,Children’s Music,3,😌 Chill / Neutral
0.163,0.14,169.381,-19.712,0.18,Aisha,Joki Freund Sextet,Jazz,1,😢 Sad / Acoustic
0.591,0.797,104.014,-4.675,0.351,Promise Me,Badflower,Rock,3,😌 Chill / Neutral
0.401,0.771,95.494,-8.031,0.776,Time Served (Live),Dispatch,Reggae,0,🎉 Party / Happy
0.247,0.138,78.005,-18.226,0.0393,"Lucia di Lammermoor / Act 1: ""Regnava nel silenzio""",Gaetano Donizetti,Opera,1,😢 Sad / Acoustic
0.778,0.744,167.956,-3.778,0.827,"La Propuesta (feat. Amennazy, Secreto, Gio Rosse)",DJ Nelson,Reggaeton,2,🎸 Energetic / Hype
0.663,0.883,177.078,-6.133,0.853,March Of The Swivel Heads - Bonus Track,The English Beat,Ska,2,🎸 Energetic / Hype
0.557,0.886,114.025,-4.196,0.17,Bad Company,Five Finger Death Punch,Alternative,3,😌 Chill / Neutral
0.692,0.9,79.038,-4.273,0.931,Do I Have to Talk You Into It,Spoon,Folk,0,🎉 Party / Happy
0.677,0.748,146.03,-12.328,0.746,"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,Folk,0,🎉 Party / Happy
0.344,0.725,178.788,-5.368,0.706,Just 'Cos You Can Don't Mean You Should,Joe Bonamassa,Blues,2,🎸 Energetic / Hype
0.445,0.253,160.075,-11.574,0.643,Venus De Milo - Remastered,Miles Davis,Jazz,2,🎸 Energetic / Hype
0.797,0.31,76.987,-10.565,0.89,Sunshine,B-Side,Jazz,0,🎉 Party / Happy
0.248,0.0527,138.673,-22.65,0.102,Beyond Time,Dean Evenson,World,1,😢 Sad / Acoustic
0.461,0.0972,130.691,-26.134,0.774,I Won't Hurt You,The West Coast Pop Art Experimental Band,Rock,1,😢 Sad / Acoustic
0.709,0.68,126.961,-7.954,0.818,Since We're Alone,Niall Horan,Dance,0,🎉 Party / Happy
0.227,0.293,138.386,-18.071,0.0337,#24,Aphex Twin,World,1,😢 Sad / Acoustic
0.663,0.715,77.024,-4.536,0.607,Choose,Why Don't We,Pop,0,🎉 Party / Happy
0.667,0.423,125.116,-7.146,0.156,FML,Kanye West,Rap,3,😌 Chill / Neutral
0.699,0.502,142.006,-6.976,0.687,Please Don't Judge Me,Bigg Robb,Blues,0,🎉 Party / Happy
0.586,0.455,139.99,-10.141,0.312,Leviathan,Tropidelic,Reggae,3,😌 Chill / Neutral
0.476,0.478,89.06,-11.766,0.489,Man On Fire,Edward Sharpe & The Magnetic Zeros,Rock,3,😌 Chill / Neutral
0.108,0.0154,66.12,-35.522,0.0906,"Piano Sonata No. 14 In C Sharp Minor, Op. 27, No. 2 -""Moonlight"": 1. Adagio sostenuto - Live",Ludwig van Beethoven,Classical,1,😢 Sad / Acoustic
0.376,0.159,95.34,-15.277,0.283,Unchained Melody,Joseph Williams,Movie,1,😢 Sad / Acoustic
0.48,0.125,116.391,-14.061,0.233,Colour Me In,Damien Rice,Folk,1,😢 Sad / Acoustic
0.608,0.791,92.743,-5.441,0.722,Los Angeles,X,Alternative,0,🎉 Party / Happy
0.77,0.853,164.037,-3.849,0.615,Stick Out,Pouya,Rap,2,🎸 Energetic / Hype
0.378,0.431,127.847,-9.339,0.077,So Will I,UPPERROOM,World,3,😌 Chill / Neutral
0.203,0.22,96.217,-18.93,0.0882,"Ecstasy of Gold from ""The Good, the Bad, and the Ugly""",Ennio Morricone,Soundtrack,1,😢 Sad / Acoustic
0.627,0.766,85.864,-4.993,0.493,Midgets 2000,Andrew Dice Clay,Comedy,0,🎉 Party / Happy
0.479,0.569,105.513,-12.203,0.886,Mona,Bo Diddley,Blues,0,🎉 Party / Happy
0.503,0.657,170.224,-9.002,0.749,Never Been Rocked Enough,Delbert McClinton,Blues,2,🎸 Energetic / Hype
0.691,0.64,86.678,-5.563,0.24,11.30,Mattafix,Reggae,3,😌 Chill / Neutral
0.284,0.262,148.119,-9.238,0.153,Amazed,Desperation Band,World,3,😌 Chill / Neutral
0.715,0.64,113.507,-7.168,0.4,Huarache Lights,Hot Chip,Electronic,3,😌 Chill / Neutral
0.537,0.91,108.065,-4.455,0.135,覚醒,Superfly,Anime,3,😌 Chill / Neutral
0.674,0.87,125.943,-4.688,0.26,Tonight (I'm Fuckin' You),Enrique Iglesias,Pop,2,🎸 Energetic / Hype
0.556,0.614,94.917,-6.516,0.542,German Love,STRFKR,Indie,3,😌 Chill / Neutral
0.473,0.309,120.168,-10.364,0.37,Ruby,Dave Rawlings Machine,Children’s Music,3,😌 Chill / Neutral
0.374,0.697,77.549,-6.758,0.493,Go Outside,Cults,Alternative,3,😌 Chill / Neutral
0.52,0.777,100.248,-10.811,0.275,Mike Tyson,Tom Segura,Comedy,3,😌 Chill / Neutral
0.527,0.326,143.004,-11.085,0.64,Tom's Thumb,Tommy Flanagan,Jazz,3,😌 Chill / Neutral
0.478,0.263,105.518,-13.77,0.168,La femme au milieu,Emmanuel Moire,Movie,3,😌 Chill / Neutral
0.209,0.301,71.037,-11.716,0.0375,Padmé,Kevin Kiner,Soundtrack,1,😢 Sad / Acoustic
0.532,0.632,72.992,-7.501,0.262,Psalm 63 (Live),Shane & Shane,World,3,😌 Chill / Neutral
0.186,0.0488,102.988,-29.752,0.0383,"Concerto in D Major for Violin and Orchestra, Op. 35: II. Canzonetta: Andante (attacca)",Pyotr Ilyich Tchaikovsky,Classical,1,😢 Sad / Acoustic
0.198,0.283,77.027,-12.662,0.0664,"Puccini: Madama Butterfly, Act 1: ""Ah! Ah! quanto cielo!...Ancora un passo or via"" (Butterfly, Sharpless, Chorus)",Giacomo Puccini,Opera,1,😢 Sad / Acoustic
0.647,0.397,179.868,-13.234,0.179,Folha de Jurema,Nicola Cruz,Electronic,2,🎸 Energetic / Hype
0.669,0.793,127.994,-6.898,0.439,Subterranean,Minnesota,Electronic,2,🎸 Energetic / Hype
0.486,0.611,136.263,-7.847,0.265,You Are My King (Amazing Love),"Phillips, Craig & Dean",World,2,🎸 Energetic / Hype
0.655,0.694,114.986,-9.038,0.225,Ireland & Health,Lewis Black,Comedy,3,😌 Chill / Neutral
0.284,0.172,99.916,-21.391,0.176,The Sacrifice,Michael Nyman,Soundtrack,1,😢 Sad / Acoustic
0.732,0.586,120.927,-7.934,0.9,Sing It Back,Swing Republic,Jazz,0,🎉 Party / Happy
0.589,0.557,99.987,-7.493,0.545,Stay The Same,Bonobo,Jazz,3,😌 Chill / Neutral
0.884,0.534,105.021,-9.658,0.849,Party On Da Weekend,Kenne' Wayne,Blues,0,🎉 Party / Happy
0.805,0.371,119.974,-10.721,0.808,Headlock,Imogen Heap,Folk,0,🎉 Party / Happy
0.613,0.773,136.496,-6.173,0.829,A la campagne,Idoles De La Musique,Movie,0,🎉 Party / Happy
0.638,0.781,167.917,-4.998,0.438,Somos Amantes,Lali,Reggaeton,2,🎸 Energetic / Hype
0.463,0.44,166.555,-8.944,0.834,"TAKE THE ""A"" TRAIN",Duke Ellington,Jazz,2,🎸 Energetic / Hype
0.623,0.797,164.006,-4.887,0.373,As You Are,Rag'n'Bone Man,Soul,2,🎸 Energetic / Hype
0.578,0.937,137.937,-3.926,0.769,I Don't Wanna Stop,Ozzy Osbourne,Children’s Music,2,🎸 Energetic / Hype
0.494,0.268,70.223,-10.063,0.162,I And Love And You,The Avett Brothers,Rock,3,😌 Chill / Neutral
0.723,0.304,115.208,-14.893,0.376,Leech Boy,Crywank,Folk,3,😌 Chill / Neutral
0.656,0.705,66.387,-6.416,0.968,Vamos Pa la Playa,Kafu Banton,Reggae,0,🎉 Party / Happy
0.482,0.279,92.586,-15.37,0.101,YaYaYa,RY X,Soul,1,😢 Sad / Acoustic
0.51,0.16,170.063,-21.03,0.383,Death with Dignity,Sufjan Stevens,Rock,1,😢 Sad / Acoustic
0.557,0.578,77.027,-5.558,0.215,Common Love,For All Seasons,World,3,😌 Chill / Neutral
0.52,0.858,76.761,-7.914,0.444,Incinerate,Sonic Youth,Dance,3,😌 Chill / Neutral
0.593,0.465,103.047,-6.966,0.524,My Heart Cries - Single Version,Etta James,Jazz,3,😌 Chill / Neutral
0.102,0.02,81.675,-26.28,0.0295,"Parsifal, WWV 111: Act I: Prelude",Richard Wagner,Opera,1,😢 Sad / Acoustic
0.793,0.539,79.985,-6.075,0.682,New World Rising,Soul Majestic,Reggae,0,🎉 Party / Happy
0.669,0.916,116.06,-4.228,0.862,Casual Sex,My Darkest Days,Alternative,0,🎉 Party / Happy
0.595,0.902,180.003,-3.656,0.958,Fantasy,SEKAI NO OWARI,Anime,2,🎸 Energetic / Hype
0.752,0.729,180.088,-3.228,0.83,SUTRA,Sebastian Yatra,Pop,2,🎸 Energetic / Hype
0.72,0.67,121.342,-10.224,0.566,UMI Says,Mos Def,Rap,0,🎉 Party / Happy
0.562,0.868,122.023,-4.189,0.476,Prodigal,Sidewalk Prophets,Alternative,2,🎸 Energetic / Hype
0.431,0.102,98.924,-19.814,0.338,"String Quartet No. 62 in C Major, Op. 76, No. 3, Hob.III:77, ""Emperor"": I. Allegro",Franz Joseph Haydn,Classical,1,😢 Sad / Acoustic
0.211,0.407,179.915,-11.223,0.254,somethingfartoogoodtofeel,The Japanese House,R&B,2,🎸 Energetic / Hype
0.723,0.917,105.058,-3.07,0.855,"Bouge (B.O. ""Bouge"")",Generation B.O.,Movie,0,🎉 Party / Happy
0.801,0.947,93.504,-3.356,0.965,Los Hombres Tienen La Culpa,Don Omar,Reggaeton,0,🎉 Party / Happy
0.549,0.656,180.043,-6.515,0.594,GRRRLS,AViVA,Children’s Music,2,🎸 Energetic / Hype
0.603,0.635,89.673,-9.979,0.296,Free Bread At The Outback,Lil Dicky,Rap,3,😌 Chill / Neutral
0.718,0.679,157.97,-5.899,0.205,Wicked,Future,Pop,2,🎸 Energetic / Hype
0.273,0.0413,84.532,-23.291,0.0377,"Nachtstück, D. 672",Ian Bostridge,Opera,1,😢 Sad / Acoustic
0.689,0.445,132.024,-9.819,0.583,Sleigh Ride/Marshmallow World (with John Pizzarelli),Kristin Chenoweth,Movie,0,🎉 Party / Happy
0.256,0.642,102.074,-8.438,0.442,Track A- Solo Dancer,Charles Mingus,Jazz,3,😌 Chill / Neutral
0.508,0.587,80.459,-8.576,0.675,Avec La Bouche 'Bye Bye Blues' - Remastered,Henri Salvador,Movie,0,🎉 Party / Happy
0.404,0.818,169.446,-6.77,0.802,As the Footsteps Die Out Forever,Catch 22,Ska,2,🎸 Energetic / Hype
0.424,0.456,157.932,-6.356,0.134,Thank You Jesus - Alternate Version/Live,Hillsong Worship,World,2,🎸 Energetic / Hype
0.66,0.828,102.044,-4.531,0.553,Put My Money on That,Curtis Grimes,Country,0,🎉 Party / Happy
0.701,0.691,131.843,-5.937,0.587,The Distance (feat. Ty Dolla $ign),Mariah Carey,R&B,0,🎉 Party / Happy
0.732,0.161,95.21,-12.817,0.5,Blue Bayou,Linda Ronstadt,Folk,3,😌 Chill / Neutral
0.511,0.8,114.042,-4.759,0.531,Forever On Your Side (with JOHNNYSWIM),NEEDTOBREATHE,Pop,0,🎉 Party / Happy
0.834,0.652,124.035,-8.735,0.873,Les Là-Bas - Bonobo Remix,Henri Texier,Jazz,0,🎉 Party / Happy
0.216,0.486,91.358,-8.735,0.189,Mattinata spring awaking,Ruggero Leoncavallo,Opera,3,😌 Chill / Neutral
0.267,0.347,80.323,-15.015,0.0776,Messa da Requiem: II. Dies irae,Giuseppe Verdi,Opera,1,😢 Sad / Acoustic
0.721,0.899,142.018,-4.07,0.0385,"Beware, the Sirens",Getter,Electronic,2,🎸 Energetic / Hype
0.763,0.441,86.093,-8.211,0.538,Dangerous (feat. Jeremih and PnB Rock),Meek Mill,Pop,0,🎉 Party / Happy
0.802,0.873,95.0,-5.698,0.0933,Tu Quieres Duro,"Héctor ""El Father""",Reggaeton,3,😌 Chill / Neutral
0.603,0.944,168.084,-4.086,0.674,He's A Mental Giant,Tech N9ne,Hip-Hop,2,🎸 Energetic / Hype
0.63,0.348,87.534,-13.652,0.593,"Caplets: November, 2015",John Caparulo,Comedy,3,😌 Chill / Neutral
0.317,0.853,103.37,-2.751,0.487,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,Death Grips,Children’s Music,2,🎸 Energetic / Hype
0.701,0.655,97.98,-6.904,0.784,Come Together Now,Matt and Kim,Indie,0,🎉 Party / Happy
0.443,0.33,175.121,-14.895,0.699,"I Won't Dance (feat. Oscar Peterson, Louie Bellson, Ray Brown & Herb Ellis)",Louis Armstrong,Jazz,2,🎸 Energetic / Hype
0.54,0.772,109.802,-11.172,0.811,Bodhisattva,Steely Dan,Blues,0,🎉 Party / Happy
0.552,0.98,106.518,-3.826,0.768,Black And White World,The Suicide Machines,Ska,0,🎉 Party / Happy
0.153,0.037,66.901,-28.626,0.101,Second Dream,Ryuichi Sakamoto,World,1,😢 Sad / Acoustic
0.605,0.733,125.029,-4.684,0.489,Nothing On Us,The Him,Pop,2,🎸 Energetic / Hype
0.291,0.203,75.358,-16.514,0.0638,"La Favorita - Italian version - Act 4: ""Spirto gentil, de'sogni miei""",Gaetano Donizetti,Opera,1,😢 Sad / Acoustic
0.815,0.462,83.965,-11.514,0.808,Good Morning,Guts,Jazz,0,🎉 Party / Happy
0.498,0.913,89.359,-4.805,0.45,Graduate,Third Eye Blind,Children’s Music,3,😌 Chill / Neutral
0.436,0.819,144.26,-6.71,0.405,Never Meant,American Football,Alternative,2,🎸 Energetic / Hype
0.697,0.808,95.841,-6.803,0.54,Children of the Korn,Korn,Children’s Music,0,🎉 Party / Happy
0.609,0.746,117.072,-5.249,0.277,Lost In The World,Kanye West,Rap,3,😌 Chill / Neutral
0.606,0.522,86.975,-8.035,0.389,Srolang,Melodiesinfonie,Jazz,3,😌 Chill / Neutral
0.368,0.953,74.928,-1.877,0.237,Her - Wooli Remix,Excision,Electronic,3,😌 Chill / Neutral
0.419,0.111,135.811,-29.885,0.405,Tuba Sonata (Concerto): I. Allegro moderato,Bruce Broughton,Movie,1,😢 Sad / Acoustic
